,idx,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M50,M51,M52,M53,M54,M55,M56,M57,M58,M59,M60,M61,M62,M63,M64,M65,M66,M67,M68,M69,M70,M71,M72,M73,M74,M75,M76,M77,M78,M79,M80,M81,M82,M83,M84,M85,M86,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M97,M98
46,46,15513596924.3781,204334073.116222,6413212828.5951,3129195912.44216,5129067034.80437,3002818672.91641,1866564570.19513,195078011.499735,195399333.055696,77412976.7452924,767413327.661152,742301639.299748,240133340.748165,209692835.051789,1059460245.53503,212126271.72034,1187282551.31339,715951673.223993,1222178696.40793,41190264.3444751,1201665209.0657,277172539.455351,1241575876.99865,918002077.046653,1254114391.20623,38298777.7033241,6077295.45656257,104309413.435161,646425335.702661,1181221611.07697,893709398.698417,55853372.3324691,402379521.77868,358452978.239953,310091623.129641,738686081.682747,776218064.033202,981679474.71053,395025820.826632,60765303.7670996,49894881.6254912,71034053.0749713,89388046.6256127,105593063.918511,351128690.269055,229286485.954711,310091623.129641,154518477.682242,786125832.043532,219231901.579438,5189407.26095403,391865972.06563,58502378.4711886,203909006.080114,56495195.2274196,56083101.7469384,110039090.390679,57556175.0941964,300364488.149224,408257830.442605,552687655.185113,613371193.743609,34474780.190772,387587140.871453,270042393.943275,45107388.5245596,43502602.8648007,26986369.0295974,42645042.500221,40480920.593885,305691157.937003,14515568.2269452,48799857.9109412,68421534.6782937,339054459.888672,600634078.06707,206463597.770952,140019772.303529,313416712.654637,341046887.89623,251238575.295955,313566998.674014,68778397.5635267,50269073.9824511,724697262.520164,266433917.83631,424794931.115693,211951633.644527,285705533.794844,418424978.050683,196004383.873766,275710736.837773,136501255.003959,60962779.8985694,441195369.172745,222934935.122506,102794770.368308,427014245.86087,101385390.807594
47,47,18255319378.5309,3707227868.58684,11286424086.6707,13172986680.6736,9102752813.3416,2105699266.62093,4064430223.76285,171541126.0171,171578579.006422,132912842.897206,1974969096.87239,1925188890.29141,848097669.755972,207222298.748348,1393617594.578,206708432.094946,2368712589.10473,979904317.378201,1106036599.07387,23331865.5994817,1090126135.59802,366374087.417699,1994297642.46825,1440809299.70188,1216008940.98721,45783467.0650652,1117862755.70649,176710944.049471,1328270119.19099,1163274130.93965,1137447949.53691,121763012.165098,1100875645.72749,1155957231.66195,1398299843.54717,1376279202.11802,431434843.032307,972410737.139513,367755179.797369,64507222.6106572,101639715.444546,120818830.168885,62030078.0442925,292116512.493664,1399992512.70551,256228053.373492,1398299843.54717,118819380.962939,1401954329.63299,18638009.7562652,122608929.159363,366374087.417699,345294273.191305,1057961995.16393,90449518.006777,105477626.157752,193420216.676001,46864056.0324817,430418991.685996,197614400.719847,1064085735.15008,488143671.916576,51945341.678718,381824723.298226,501596013.976383,81905761.1834937,8638211.12507643,7057518.24159978,94744922.6843522,68917800.0253586,440869597.944809,145797647.240982,80179064.3806525,156580866.144462,470332457.264431,647156991.362967,160410924.575971,134190502.93342,252820655.33942,312140672.848031,426625854.688503,285168519.778718,59795305.3556189,98037543.1288655,32449859.074363,178956455.648934,713281230.875016,256489466.860566,305744182.718017,692718123.853346,235590744.742549,361629004.690282,10441353.759999,346805150.325511,299337224.409816,349420052.423636,238055063.109532,288939877.0412,119437899.145
48,48,16988666415.9991,2728926861.86489,9057703171.06638,8834279284.11309,7085499693.09551,2345741397.24454,3084236779.51882,186321467.686862,282068683.238067,233467372.641848,1738938138.83493,1687308605.07716,1603221346.03903,234484342.964,1213089366.08145,228670463.825916,1414283687.93911,2430470149.41745,247163379.824629,35660312.688712,535260361.560821,34596238.0256724,1870222953.66716,1365985130.43148,1501424964.10118,85969287.9027032,393575229.894015,145324416.216373,690855521.416805,1363413006.65835,245715932.063037,160944966.124303,917077354.426268,45270712.7839232,34596238.0256724,1443414680.55742,245285475.613221,1111988181.31715,283189454.032656,102153016.571966,148280145.380948,113118505.049261,183471481.17211,219171738.474541,45042570.7530873,234986690.048669,34596238.0256724,296186171.910367,1473476933.43835,92070473.2963021,89276148.3441574,219324516.935365,249874116.477601,452606254.450803,100903091.822813,138813206.174952,189374373.921163,105100992.924564,371976035.900323,206606857.488362,655701670.952107,821114821.551445,68870773.0642732,257358914.900216,589314157.830883,68346948.5829431,86239306.5705812,19629831.6852204,361043155.311372,56030394.8324319,446001270.724479,453384.507717378,92105168.4188541,139743206.334178,403227901.26022,599512937.813965,292356189.185549,144457530.006511,363732729.177369,473661158.507057,402664043.895207,432301767.326435,58277014.588884,84102735.5531556,107176966.486991,247250605.893306,651737670.629821,179051638.0457,329326610.890814,630198783.33204,152543422.356707,313447292.345617,20819653.5215463,386634117.815529,568611777.422266,419942178.403828,311289296.688699,549947416.441272,131969025.404206
49,49,38513821682.7776,8791225695.15646,12208474594.7566,7785309646.26184,10162924837.7759,4388875280.07065,1330346802.94322,988222775.921665,1418545189.24125,367309929.535995,1961021948.68114,1909507355.58614,1909507355.58614,568618644.054285,2273746882.1226,557252164.37051,1128390555.16557,265077902.965418,22132379.1688781,228896810.267098,31985972.1709967,226629347.547946,2111103203.86565,638779685.715395,1668131016.86429,981026960.326316,70506356.2922226,274619647.222328,1547474791.15438,1525746322.80066,321680637.106327,228862426.48271,1036137067.32708,246068007.352951,226629347.547946,778862603.505249,281228505.988083,1252582300.32048,328660149.683327,461416454.873817,203024988.206776,190008584.808122,1197731146.96282,219825300.423304,228896839.750575,342365771.172801,226629347.547946,1305540843.53158,1276436201.32429,62785752.4136563,251104777.327355,235649599.153841,110069310.152367,582770457.365499,167836016.041967,164199049.123226,317232901.344699,312517691.682928,505164379.59301,1111178601.0447,538362361.957726,641635038.213397,1256701853.67935,533016737.853541,273212314.66081,133555306.369986,24337290.3215763,5339244.63073091,24753521.0476694,90887390.0393897,790665574.41191,628686.496077048,147758615.737393,146006715.865268,192158280.694345,663997520.707321,361345984.289453,938391553.84283,454602160.112022,508456510.466086,897235500.805713,464136303.361443,413950090.033897,112880915.012814,22058749.7912262,620463989.897829,375502252.225623,268398505.878597,396220578.630901,358889210.947581,221233200.732618,300355427.59501,7329352.99679759,260429801.914639,369982104.849665,16032793.3388368,344808590.982241,363515573.53088,434209415.007869
50,50,28408204885.5125,6271841629.49086,6517105332.62567,3237740656.61693,892335201.03491,2431067245.4215,1005934525.51416,1847830955.99165,2676881847.58634,971267119.642305,616459327.578516,105722279.555114,594163920.266406,911172505.582066,2023577931.4651,766608178.786542,796974665.909791,247984084.70467,351855043.639869,3743169.92739676,735691471.829458,76652808.0600911,1258187893.87431,160573123.97309,1400604632.84148,851031680.990825,48475519.0188875,928623223.721196,1244020519.29691,1287323086.15494,396569689.032588,614313858.57824,375538031.081049,404561650.86134,342293030.797867,780862788.759873,371388316.534339,1068543391.34346,408265544.310598,917334836.597359,541407307.197766,752608034.805182,1129281184.39294,750231911.081278,104945487.785746,476047254.573585,141434714.078079,1204343402.38665,883629146.752915,69740138.7465686,168620573.849995,300624570.170977,422497386.581983,576443735.833666,592154816.672733,555829727.917645,502685282.982298,581542443.327557,448889926.454536,675533464.28694,232202982.993557,294865976.184318,584350747.266455,1142838043.35854,59206667.8523648,570980878.775783,449761540.889434,1013832.01311944,15726126.5278261,314628454.041764,439991482.748444,2186501.34483709,6760004.95187509,492714745.997828,48893187.5023755,442583069.145448,239056692.140913,450860008.165738,257898141.49215,422919440.334992,521216671.616704,384288181.519127,348244649.614366,394314225.395258,51565319.6853445,684346851.305922,242887273.002497,148537584.329653,257576377.324034,226311023.079905,122104600.024895,578100734.975058,3254095.12515623,317984592.69977,166737877.87596,26936770.1143227,368218548.178782,160955584.850524,348038950.578989
51,51,22720612026.4167,5159567172.91587,7806497371.78673,4795296238.6519,6205086287.15972,3330248663.31325,2850093688.48032,267775050.330621,264878531.221768,1414446032.54216,562441508.609958,83840717.3310999,539816210.552867,1422214875.22519,1203482747.74321,1448050920.44632,2588249033.51502,1467835056.70041,3059202369.40117,3048239517.2259,3036850089.80661,3036850089.80661,1568433065.06877,1711945015.06125,1506513859.21922,72424109.6419877,59143592.2091916,859340962.310924,1188022994.33211,1350935337.40885,509605241.656322,443094261.5672,64925453.1968331,437172937.536432,449672054.361398,952747677.70372,380227543.88926,1120355136.68623,427068948.046663,100090899.543928,345683987.827389,503894921.489697,88744069.7395062,778703252.417877,97888625.9375644,369534224.22949,155473409.821064,370760561.910305,1276751177.37867,1761867329.03531,233355057.092578,329395475.897746,1550559128.6652,332100296.634077,425093435.293608,445000843.097328,847396407.361202,56662459.7666746,413150477.827489,217403677.188622,1302897465.0787,561019837.401159,57061566.5206123,188229920.974177,617462930.930635,417821546.53816,363824795.499349,1212355238.51016,262724648.096073,233812537.773426,374904554.784837,481810.882412804,306725515.217937,646451915.523502,596377629.016596,663318246.076708,231822767.619845,158031189.914316,349870756.755373,434780783.641935,470389662.793476,424385187.311381,88206815.8578725,382906991.171778,63657173.5959459,246960652.165928,707784313.124866,157712231.066789,317511792.922157,699924980.042962,299608604.025163,419719018.353372,850865852.293419,395804719.667314,374177017.998757,420197553.953691,302611402.208678,361114462.925973,123922292.808396
52,52,16221849529.2628,136851696.269155,6310373538.11317,5613911057.06607,4828712993.16177,501700984.22405,1311183094.49496,157219949.453144,198749095.726453,534397889.415705,996648079.764762,968567177.847516,968567177.847516,154419543.982392,824435038.067422,154555685.230732,1625487212.84493,1529334911.42998,477673262.158532,247961392.309711,452145477.472724,115050187.73208,1430976462.23545,861319530.533671,1183669139.73075,83981175.6869515,676284408.80609,325892327.321327,823340113.586257,1080925366.20111,452633977.214998,175353179.998761,531767410.980362,227779883.156476,214890376.312275,1307704419.31966,115050187.73208,890290954.717688,139273633.699872,45991096.6917808,172094920.627087,185132245.745506,67213444.6521651,250350208.697346,247942081.828245,476235400.414805,454310245.985635,146502933.700921,843533694.179014,144664934.429371,89089166.4038325,115050187.73208,159814685.212457,334209957.939894,175407424.527838,130732787.461385,324849396.643975,57130955.029042,274270024.148873,98595238.6767043,310832487.122199,341304164.304619,41856964.1567346,241178647.560636,316919447.416179,165497749.068254,97117388.7469866,17224250.4722766,511873574.847745,92090810.6521674,204036906.951193,801502.563297792,118064398.947836,169994043.597726,272236151.211542,547678434.698772,65050532.1299753,75604535.08412,98845043.3899387,356015827.793321,192165972.303183,328212982.123561,31805166.6420994,112676855.535262,691014064.010331,146636579.574855,206279280.359722,109224623.981621,87982896.0238967,186297295.549087,101253479.612564,309595084.385724,38061749.3315805,218938260.709703,264057213.579418,304501829.184123,119716388.352916,246254824.385262,80828482.227752
53,53,36301109010.3771,7754786059.96966,15568201958.5585,15910936958.0182,13610049757.432,4324620138.51021,2539542016.30183,863723648.405128,850283285.946122,1883476449.20245,3372046806.1822,3279405069.73299,3279405069.73299,499494727.913687,2653326753.34366,506194131.424984,1327089880.02928,329148229.561495,425455042.220572,70401361.5979824,74645360.9047211,74320362.7219137,1921118466.08566,666329944.000425,1646458295.83295,384247552.117423,366048236.030566,1050017062.20714,2076224220.95166,1609858756.00705,357993504.419251,580138642.631961,1898640523.36157,461812169.134651,461138123.52425,1048962151.43756,334044371.247268,1332564613.67947,410667221.229231,269161320.148647,466508179.242173,701561424.256147,717604635.153534,815445602.604159,85570077.914526,454944663.958798,96499633.6043217,1194923955.0433,1804973506.75533,138604287.439096,613253325.435975,316422061.636899,350707610.179034,754902866.855856,501011075.681871,305861168.991679,1114835163.78784,166571669.104814,625556769.378577,995611682.302116,555343700.041471,642601137.753381,1222291775.38545,645434177.943919,296380819.073287,499242131.084547,245916428.157014,12764134.3386759,19288729.071985,286078671.230157,870151604.670299,156641536.777021,460321148.68927,621033259.272093,208295831.133738,801439783.778572,245590195.359417,870336037.992961,428284194.239876,480845715.176622,963038418.277924,79308553.9100586,347012515.643157,218355915.261485,592739067.798128,573574011.026133,613612496.667256,296705150.105045,233976817.157974,598077789.140964,247147399.91661,776904807.255683,31637377.6020749,36761664.03975,308400265.938378,34563369.3504764,397633758.398197,301607602.77272,427647187.824947
54,54,33280788529.6666,227481706.621661,8583043212.60882,5674517338.07432,7081112818.65539,3284242233.99614,1334615196.64579,1108109203.95594,1082881618.90356,217656681.235036,1372757606.56155,1332994602.40951,1281753724.42167,1677488953.00023,2593595392.52615,1662886491.14961,791471252.098573,524071501.360439,403143374.602577,18226325.8020302,1030274253.07872,115208585.549299,1577799212.90277,235533993.627935,1391430465.95958,227121183.687326,13981195.8536577,146895340.728452,1206117839.26509,1280793080.78022,494223265.563043,112061756.69913,707695742.263861,149491847.562929,112922739.022139,1184771209.17154,393216540.621265,1058672417.50796,368436003.365122,471584063.040413,100380348.111142,79674689.3676518,1613163141.83169,126011932.625054,135650566.868605,592918478.85483,162114422.25383,1494535167.40809,1680827841.88773,51059306.3875095,1206117839.26509,284426525.970883,76522161.2588863,530334451.324581,133053450.520764,80832244.2414767,91367309.7059807,17605945.3424555,716556047.206813,1289427303.7434,391125388.188211,586602467.456988,226307448.151781,762575088.797738,105261680.296833,100210499.447095,40939717.5070233,9242365.34547574,45251531.2939117,50729429.1321318,848803002.125916,670902.407827172,91367309.7059807,94986362.9049369,70958692.1187349,506226632.687688,231033378.242039,885183731.453517,259633180.034247,401514775.02538,736602914.338448,373373501.572905,272677686.674692,67938811.9907195,851426872.542026,749643582.41028,512216581.114079,421240914.15911,221533642.697443,494750068.902309,387667122.353231,727691627.902735,11177649.0673183,365770090.852211,367376759.901257,27332235.3313249,387348327.425698,358296481.278415,202812747.984706
55,55,26817750946.6383,6061301681.76552,6145577343.83723,6522899656.45968,4843490158.49212,3330552810.7408,3005723805.13147,209069278.096479,209427320.286025,79272377.4025649,1196381824.16676,1155701866.78146,1155701866.78146,147918185.249559,1137005377.2895,142154813.770498,2310163346.24935,3066192181.17293,25734440.271324,264293255.525393,256983966.841937,256983966.841937,1278961111.17387,2953628700.30181,1695879780.55627,76002260.5208458,8165159.9200762,61939722.0650305,1456483102.20766,1634453762.72689,417781785.227728,35757440.8042501,629740045.821344,179314355.940103,138584042.322608,771211425.713512,335759630.177871,1348337368.15055,356928073.114329,57078613.6167793,31173795.894109,42958862.702366,105503685.907933,66615171.7139125,71314639.6209593,422173744.391174,160407027.430586,403444959.189743,1249639970.32059,218960075.767112,1456483102.20766,270598533.599865,89858956.3142266,347785872.600746,34699583.8299749,26979151.8786035,62672962.7113596,62472665.9735128,459461259.200408,170925343.923584,1124565568.45348,997240493.966793,61266576.4608134,429815505.954756,1007938861.00056,36642647.4719388,169000870.516662,15894763.9778113,251376173.434142,33508682.8549093,478857511.889762,3497414.93409199,25157574.4370352,50895592.9605121,1079611620.02961,590416956.257784,314229111.111959,182190096.530161,366787574.799858,437025225.744652,429345304.080933,397900299.855135,75554794.8091694,27601778.9947215,47495868.8279466,366566732.201301,846787101.454117,306352409.553199,131792883.168868,817255507.305874,267439496.736558,514689077.313993,75261904.7937305,445937093.86443,621328394.157585,515143128.510393,434732340.789895,601807776.675846,153422129.92207
56,56,25567096713.516,6041070202.06954,5618485419.04801,5724185974.26611,4406001878.05091,3292398085.24746,2500875969.76354,211460741.095611,209718087.187921,52409352.263655,1102776909.85014,1070415844.19298,1070415844.19298,123530948.491227,1328672923.24035,118788385.551677,1941353332.88844,2674734000.31307,2172165685.15936,2173448212.14188,2167452512.01345,2167452512.01345,1195433296.39756,2856665472.81643,1868551677.07795,70197106.3517348,5488963.24311987,41593466.9550756,1299620396.77156,1707865874.86814,383490822.312026,27965232.4553638,587207372.669622,429720810.629579,459373511.594594,591927690.925674,360944875.672384,1415507207.34092,432356903.01561,69851806.9854127,21007363.5136195,30083078.8711921,68956734.5977248,41704936.8657312,119643347.604259,447185362.929271,92978433.7897695,333269550.308421,1164507845.53583,49174834.0530867,1299620396.77156,333509063.903382,57821438.9257205,375272909.990444,20771851.7237558,21267394.1678966,42044975.7007384,58562264.6279984,426973619.255167,546187732.707199,919572848.188792,902220187.311,59043174.2737665,452184294.385374,1080132472.78767,21701489.0928852,154735417.117401,3025971.1429071,164534146.962486,17729038.9501963,424345975.468601,710857.435400333,18022647.7211194,29239110.2349246,981185123.930502,673202213.273535,345702510.056455,170341253.886373,539387399.108871,553422014.715625,386242497.885206,511023145.592117,71841229.9336308,18953517.8229772,44287841.9840664,271706418.903914,666617332.140197,228694258.662572,189230796.728106,634356151.48161,243159257.984136,559874086.689032,21650509.5782206,450726339.119482,613440924.91421,485913582.564998,434706791.121986,592292273.300534,171791218.228675
57,57,20844867602.7329,4628464169.00367,14044298967.4681,13273162550.4548,11165794782.4123,2726461555.61031,3703995056.57726,336115931.619238,392594704.598166,337551695.595271,2564468390.75626,2494183785.19978,2494183785.19978,181264289.278358,1515035321.11987,185768024.971091,2084152489.8967,1245785382.50724,298375361.452251,169500647.123486,661918983.814639,157359531.352491,2628494978.04723,1554144600.24371,1306893543.83034,98688135.0805339,1950809282.67772,207340211.04934,442659961.604083,1213406606.58766,354922416.808179,127028176.117024,1362566603.97901,105300226.827143,52611668.8170274,1453622314.993,304816420.654599,994466474.106294,48778043.5811433,66971166.2401161,110320206.582155,90950987.4894589,83205889.6914658,215868247.778172,169379710.33265,418182417.514719,157359531.352491,237754400.960703,1603100845.10576,83129412.9246314,122535430.385067,352472037.349524,335459547.022774,636639831.067598,129279654.539628,112190230.761068,202910525.025808,7962991.21975221,409386309.468959,72151456.0148834,93521720.0817983,467788021.150634,68598514.0824785,316774029.817768,587768621.188372,95487907.0808633,69606592.9456813,20987624.3229253,969803031.915708,62662820.9241813,458734205.65391,12641144.2414856,86651526.754538,171588855.904058,498005152.560441,1004041536.77918,355123846.83063,152077320.484673,416089099.315709,378908881.232197,544977620.949331,353974045.932976,71845443.7255249,91021841.0390077,494900402.254863,257110269.537414,685861802.772479,329403515.00443,376843820.133228,666515937.445083,306434738.138131,421620035.421063,33504608.5722061,334267150.915422,307276312.200719,349654239.688838,301271895.773333,295798753.592346,110248376.388601
58,58,33459302491.7694,7844140646.80421,9169014381.23828,9460357865.96449,7246300537.60551,3917020883.84159,2877304471.85321,787874003.500627,993334660.033223,440280668.688144,938968326.385367,918466271.214885,670823925.392536,206781074.05046,1522177779.35183,208027780.881273,3007495576.63711,1800756397.39246,353260289.855457,72620609.4063001,100348894.260246,44080340.5556126,1866327994.69059,2806118365.52942,1759406270.69461,62228340.1967982,158554808.612416,245381658.426432,1424773795.01339,1583050712.02042,72547076.164031,124823858.671162,132792442.225053,64225359.78644,417589210.213518,1307700827.63142,44080340.5556126,1334247556.45287,529269550.889139,223253796.323768,110886985.149571,126854487.333636,110152820.756232,236592711.123774,133964365.270609,444336939.073245,132073396.186151,265847656.738153,1755464365.59838,95505965.8086878,1424773795.01339,398692936.006463,298237816.324456,424358551.209478,152950907.08092,157278196.933841,268219979.577551,71673152.9473508,547689189.413885,383329502.004158,1073877311.13982,851467924.799383,77094828.0942108,578935530.66499,1249587253.80926,136830574.830088,564976199.97134,5211700.08536081,490518185.950774,75872182.1158404,515876472.635427,3089087.30308741,108818884.594413,149507857.723483,914998624.759923,811408683.885617,226653274.248294,208589167.873465,473099806.010603,505392642.155265,553352858.768409,474212968.935916,70577157.347624,114147940.000252,55249768.1454167,470881997.353391,910363969.682997,355458173.267726,149106326.703045,893287790.925924,424296943.155915,621404742.506754,38877727.4503857,557240733.958865,482638046.136515,692419133.490673,307995274.333089,468433817.262058,62842475.3680299
59,59,8129026622.52049,121795005.589754,18461099447.2999,16454281535.3416,15083467669.9369,1634005077.04583,2245763000.21253,219852438.341944,216162310.714799,220125845.849565,3947516923.95756,3834637427.31198,1944642973.6553,222849848.152306,1542249790.24658,225672347.858723,1493622851.91433,619361480.138715,341012884.697657,88077808.6381671,33662372.5808891,161931928.372903,3033727801.76405,242821569.537573,1260436594.15819,41429066.2519498,2349097039.27817,144285234.260242,340112370.331204,1161335775.68221,408158036.900348,58310667.8969062,1908381970.49819,50804062.1186591,438142978.138088,2149723399.93321,322264762.092432,965596217.889908,498466742.669701,81045948.3795695,51664193.9029991,99540433.5291622,81097242.8668241,161892257.195628,170790208.948835,417805674.963919,217929500.662889,143509764.175135,677998906.503927,31021682.7680922,51278912.066086,355967475.054586,385697513.686204,1012750583.15831,80768221.1566588,77237356.4503356,163081412.987084,55962866.7105061,101824294.287008,203293838.969409,457796573.175366,433592607.459654,18493446.4803328,115911751.144154,79942783.9096265,99847327.0594317,114728428.49628,13364491.0307597,1211939606.39353,44368195.5046475,477432484.846268,52542495.8047089,61359730.8015108,108377244.708971,98832478.0877435,581585024.912766,212787635.27251,105846358.750459,201790428.133552,356723962.053675,184085734.017107,331170040.527996,42385200.1797892,66146163.3830025,72097709.1590338,188056412.663027,811371982.974885,55104261.0998361,197419184.494631,792554367.203416,42716248.7811101,181256182.58,8591860.95001648,145856627.1173,291124705.612544,131710038.700866,103442266.619288,281232958.394023,74855604.0876322
60,60,21242180017.421,4661323952.65319,8645151903.30664,7347522899.67237,6935747288.42326,2360705418.74519,2377448698.36431,251068679.10673,248349836.707592,422809948.000675,1001945388.42617,968782671.035427,15404431.868037,353033804.537528,1177683661.98522,353399583.750154,2208337820.01991,1362471196.28262,370659430.634338,53714738.9869967,18850357.3549334,41806383.7380941,1616820453.81406,1293583675.7243,1537289319.4068,44654617.6932442,312541122.015955,267662028.845668,1356096089.94237,1441361706.1239,61613000.966839,134366924.298342,535427907.260827,121546133.25479,21667219.9095323,1102681433.26078,22673773.9548153,1173094280.59213,514970446.729864,87110397.027447,128989789.407586,149157809.624657,107241861.431219,261021472.636467,112915082.434285,462521696.639293,141124425.022779,248834500.60697,1508981012.92779,563651208.717736,166061092.235912,21488633.4746763,373921992.642892,365728926.186924,139643381.607518,127023726.68242,254935855.208436,67378119.0498967,396536303.472737,541599893.39446,491172855.304933,612541135.900338,62853573.262192,322289394.576242,467127434.494331,111403437.491462,215259917.561127,26886002.7663539,465179365.589484,83163133.0418125,447064037.946288,23987905.583763,85155834.5405433,174415961.839008,538186983.214208,680147016.531719,152778527.55702,138941071.821225,220669463.134165,437166323.424297,337172530.445175,408190823.832095,67424694.3586777,110158428.29533,819398575.287768,288320935.276223,542686270.086082,236310280.912299,216903115.258669,527224272.685728,214265013.161291,496292879.626219,329445471.865043,422932728.17799,408180049.076797,468808620.1931,331366836.063263,393489617.708665,117934919.211853
61,61,15275067506.1862,2313548950.65469,17597400112.174,17355743971.5393,14330072582.4469,1894293530.97831,4936659223.93362,404165341.178841,398625863.372585,537080776.979123,4396258156.03861,4273745221.60984,4273745221.60984,218705475.578985,1704206937.93017,224166547.146811,3106459164.46011,1800829111.28787,1756127961.34109,1737678756.90638,1733957270.7025,1733957270.7025,2969551775.49322,837759536.815557,1466533925.74819,53723256.6732277,2664403472.72141,297754664.473128,628576445.36288,1343024152.20215,302631378.654424,175705708.697135,2305312676.21321,450159896.639527,462693195.038695,2258028516.79135,288075135.984345,1123904221.98505,463124115.211538,133433920.149235,155099512.729983,156875887.563955,88024874.1470469,232715310.518619,69094225.7245707,504514597.525631,75848814.8770529,184663210.141757,1700320919.37605,487722381.617112,88994137.9487934,328150186.643923,129829970.950682,799214518.747238,198827516.774498,121649770.649718,317413654.28403,69010311.3510091,363451825.178307,349253225.817422,761472864.326465,525923490.186769,73611128.4501259,286056722.804184,377668924.27569,146269544.451282,125035393.051081,616066.863430844,939421659.502939,99566595.4914552,558373159.704008,1117756566.89696,133854273.62297,138275762.642281,280802356.305103,561958405.778888,173659301.098639,135036820.913345,217981889.717875,419659510.884513,472601100.625064,388909240.785603,50892365.230707,98181658.4375854,41733281.6536644,258260120.447231,768231877.031235,165591499.437062,343541554.176543,748136469.869314,151457726.407112,352411802.770304,252115426.511865,321269509.286339,332442832.883546,374171046.341691,252390142.340379,322430288.987191,102523556.251859
62,62,42153399658.9849,11410630084.9462,6335982635.1573,4423119302.6751,4899610685.98596,4280092326.7464,1006468872.62265,211958037.783237,211843160.010985,379681141.744842,437980683.510392,414115298.342858,208163057.119908,236643150.61356,1673006301.89895,239909475.43213,1110447526.34426,1106793487.10753,697320432.783218,204931941.079573,341381253.594281,243044035.909666,1392310684.22042,554107301.184899,1489401997.31127,25918959.6508984,83691052.1266066,202146681.590823,505260448.949272,1348913907.6902,371392036.876413,91398516.3138762,236424355.488631,354696279.062021,323149985.751054,906181887.385091,286228361.200906,1133389015.57654,320372265.928561,100399692.009773,78362182.9266741,112980900.819568,72865110.1501803,191403346.372371,483603068.247755,1900281140.46245,469001407.918952,597291927.462317,1022294365.23093,48501657.5486053,104875009.06772,245100826.06156,338366880.766708,269784502.007745,101951700.946728,90438869.226413,221509202.389223,44594219.1355014,614994366.355633,1182642489.18811,257436889.840845,316696832.942917,40003068.8256453,409201748.449033,263362574.993043,116353872.958762,1181104556.39126,11981389.0998828,162461801.985608,60806797.7322055,229291393.994812,859534.247022111,115469146.482879,138726234.73203,189552857.433715,1035171042.41098,122860769.950584,134519032.910492,124232203.390604,441906821.831026,441734675.395026,404937376.077821,42013150.4224333,90025857.2740185,71194823.9824191,646261103.75983,145910852.345441,909074180.164303,64026534.7964262,132293621.599301,888991642.648886,882655294.072392,15007100.1793236,505692499.707715,248000953.425455,272347387.465026,569267275.128189,233244281.936207,274519831.060523
63,63,48439150.9491664,1332491.79725466,15508379.8911238,5976101.75760481,12641031.2535957,3271445.66307469,1152843.00874212,1029121.85382189,1874655.34750973,653583.810657151,3628212.72900456,667041.200929703,849802.074698846,203513.957273347,2481545.78336328,164319.849068522,91525.2792448862,2679719.42225507,27683138.0425072,143157236.475342,24760329.8510877,24760329.8510877,3863312.61709682,1309764.3728708,7303328.32675539,8687836.27636163,1143732.07229543,1300866.3916514,6538009.98801114,127925027.862702,316966884.908517,781226.937481644,162246.99216438,281088483.062498,9857414.228502,44957.2359407873,292310558.279067,81770401.8970308,3990411.68364665,1811146.15830537,625140.799585814,844150.846264055,460680.496186753,4830330.71667791,13951029.7524064,79718756.7680647,13287464.8494326,222675.67735466,6181562.15109722,1705209.07401752,1772058.21165943,3023495.59855266,439207.864075644,92641.6426445032,731791.308130295,3073804.73970765,1239055.24635744,187392.427581743,181659.536393395,182499.920821131,245217.919361569,417347.940047155,293370.366799017,354277.317760697,232588.434380597,599944.904544744,191828.478329279,4024293.30884841,3563601.40397142,315486.060559479,2064177.53921626,1522983.15616172,406632.703472035,19125128.1391197,503741.571823011,465625.442748421,70678.9279436623,433765.646520573,101152.61370045,56275958.2049061,192757.208298834,55522456.2137791,4752780.12494792,2328016.19659067,4700313.07781721,237216.193030732,2866764.59753072,383903.832940421,97571.0954419428,2853761.10385194,144060.082403452,217269.918293918,308766.435774233,1239000.05871741,188580.801406022,2058901.45247732,1806455.51024298,145317.923669657,107292.047005047
